  Frequency            , I(Rload)             
  8.629785477668e+03  ,2.539128803209e-05  
  8.649679187755e+03  ,2.540908043775e-05  
  8.669618757580e+03  ,2.542694305210e-05  
  8.689604292861e+03  ,2.544487600072e-05  
  8.709635899559e+03  ,2.546287891882e-05  
  8.729713683879e+03  ,2.548095043072e-05  
  8.749837752273e+03  ,2.549909420516e-05  
  8.770008211434e+03  ,2.551730836037e-05  
  8.790225168307e+03  ,2.553559353992e-05  
  8.810488730078e+03  ,2.555394888203e-05  
  8.830799004184e+03  ,2.557237703512e-05  
  8.851156098306e+03  ,2.559087662729e-05  
  8.871560120378e+03  ,2.560944779557e-05  
  8.892011178578e+03  ,2.562809170001e-05  
  8.912509381336e+03  ,2.564680796937e-05  
  8.933054837331e+03  ,2.566559674213e-05  
  8.953647655494e+03  ,2.568445815644e-05  
  8.974287945006e+03  ,2.570339286496e-05  
  8.994975815298e+03  ,2.572239950923e-05  
  9.015711376058e+03  ,2.574148122659e-05  
  9.036494737221e+03  ,2.576063665677e-05  
  9.057326008980e+03  ,2.577986593861e-05  
  9.078205301780e+03  ,2.579916972948e-05  
  9.099132726321e+03  ,2.581854816993e-05  
  9.120108393557e+03  ,2.583800140016e-05  
  9.141132414701e+03  ,2.585752955999e-05  
  9.162204901218e+03  ,2.587713278889e-05  
  9.183325964834e+03  ,2.589681376006e-05  
  9.204495717530e+03  ,2.591656806824e-05  
  9.225714271546e+03  ,2.593639891236e-05  
  9.246981739380e+03  ,2.595630590990e-05  
  9.268298233792e+03  ,2.597628972705e-05  
  9.289663867797e+03  ,2.599634997892e-05  
  9.311078754676e+03  ,2.601648733254e-05  
  9.332543007968e+03  ,2.603670192921e-05  
  9.354056741474e+03  ,2.605699538896e-05  
  9.375620069257e+03  ,2.607736489293e-05  
  9.397233105644e+03  ,2.609781259251e-05  
  9.418895965226e+03  ,2.611833916163e-05  
  9.440608762857e+03  ,2.613894367929e-05  
  9.462371613656e+03  ,2.615962775775e-05  
  9.484184633007e+03  ,2.618039072455e-05  
  9.506047936561e+03  ,2.620123206194e-05  
  9.527961640234e+03  ,2.622215444907e-05  
  9.549925860212e+03  ,2.624315508731e-05  
  9.571940712946e+03  ,2.626423558936e-05  
  9.594006315157e+03  ,2.628539863927e-05  
  9.616122783835e+03  ,2.630663929289e-05  
  9.638290236238e+03  ,2.632796239236e-05  
  9.660508789896e+03  ,2.634936630622e-05  
  9.682778562610e+03  ,2.637085149135e-05  
  9.705099672453e+03  ,2.639241885179e-05  
  9.727472237768e+03  ,2.641406669058e-05  
  9.749896377172e+03  ,2.643579661237e-05  
  9.772372209556e+03  ,2.645761021659e-05  
  9.794899854085e+03  ,2.647950582182e-05  
  9.817479430198e+03  ,2.650148430180e-05  
  9.840111057609e+03  ,2.652354507158e-05  
  9.862794856310e+03  ,2.654569118432e-05  
  9.885530946567e+03  ,2.656791878293e-05  
  9.908319448926e+03  ,2.659023200897e-05  
  9.931160484207e+03  ,2.661262845431e-05  
  9.954054173513e+03  ,2.663510901543e-05  
  9.977000638223e+03  ,2.665767452824e-05  
  9.999999999998e+03  ,2.668032589346e-05  
  1.002305238078e+04  ,2.670306070806e-05  
  1.004615790278e+04  ,2.672588311060e-05  
  1.006931668852e+04  ,2.674879069265e-05  
  1.009252886076e+04  ,2.677178215565e-05  
  1.011579454260e+04  ,2.679486163414e-05  
  1.013911385736e+04  ,2.681802783216e-05  
  1.016248692870e+04  ,2.684127945822e-05  
  1.018591388054e+04  ,2.686461952936e-05  
  1.020939483707e+04  ,2.688804675185e-05  
  1.023292992281e+04  ,2.691156126864e-05  
  1.025651926251e+04  ,2.693516434524e-05  
  1.028016298126e+04  ,2.695885357411e-05  
  1.030386120441e+04  ,2.698263308349e-05  
  1.032761405761e+04  ,2.700650046038e-05  
  1.035142166679e+04  ,2.703045810409e-05  
  1.037528415818e+04  ,2.705450390207e-05  
  1.039920165829e+04  ,2.707863912634e-05  
  1.042317429393e+04  ,2.710286392059e-05  
  1.044720219221e+04  ,2.712717956381e-05  
  1.047128548051e+04  ,2.715158506600e-05  
  1.049542428652e+04  ,2.717608056928e-05  
  1.051961873823e+04  ,2.720066735582e-05  
  1.054386896391e+04  ,2.722534557147e-05  
  1.056817509213e+04  ,2.725011536151e-05  
  1.059253725177e+04  ,2.727497572532e-05  
  1.061695557198e+04  ,2.729992909628e-05  
  1.064143018224e+04  ,2.732497332571e-05  
  1.066596121230e+04  ,2.735011085228e-05  
  1.069054879222e+04  ,2.737534323122e-05  
  1.071519305237e+04  ,2.740066663888e-05  
  1.073989412341e+04  ,2.742608378085e-05  
  1.076465213630e+04  ,2.745159364630e-05  
  1.078946722230e+04  ,2.747719753366e-05  
  1.081433951298e+04  ,2.750289698887e-05  
  1.083926914021e+04  ,2.752869051308e-05  
  1.086425623617e+04  ,2.755457733147e-05  
  1.088930093333e+04  ,2.758055991097e-05  
  1.091440336449e+04  ,2.760663979470e-05  
  1.093956366272e+04  ,2.763281316795e-05  
  1.096478196143e+04  ,2.765908296273e-05  
  1.099005839432e+04  ,2.768544887279e-05  
  1.101539309541e+04  ,2.771191009768e-05  
  1.104078619902e+04  ,2.773847051404e-05  
  1.106623783977e+04  ,2.776512513884e-05  
  1.109174815262e+04  ,2.779187924197e-05  
  1.111731727281e+04  ,2.781873019551e-05  
  1.114294533591e+04  ,2.784567855774e-05  
  1.116863247780e+04  ,2.787272524076e-05  
  1.119437883467e+04  ,2.789987079473e-05  
  1.122018454302e+04  ,2.792711496512e-05  
  1.124604973967e+04  ,2.795445828920e-05  
  1.127197456175e+04  ,2.798190071223e-05  
  1.129795914673e+04  ,2.800944219053e-05  
  1.132400363235e+04  ,2.803708443320e-05  
  1.135010815672e+04  ,2.806482739708e-05  
  1.137627285823e+04  ,2.809266866147e-05  
  1.140249787561e+04  ,2.812061230781e-05  
  1.142878334790e+04  ,2.814865710708e-05  
  1.145512941445e+04  ,2.817680183507e-05  
  1.148153621497e+04  ,2.820504937195e-05  
  1.150800388944e+04  ,2.823339849087e-05  
  1.153453257821e+04  ,2.826185053729e-05  
  1.156112242192e+04  ,2.829040445173e-05  
  1.158777356155e+04  ,2.831906158148e-05  
  1.161448613840e+04  ,2.834782086264e-05  
  1.164126029410e+04  ,2.837668485422e-05  
  1.166809617061e+04  ,2.840564992425e-05  
  1.169499391020e+04  ,2.843472135172e-05  
  1.172195365548e+04  ,2.846389671033e-05  
  1.174897554939e+04  ,2.849317614127e-05  
  1.177605973521e+04  ,2.852256100270e-05  
  1.180320635651e+04  ,2.855205278904e-05  
  1.183041555725e+04  ,2.858164772212e-05  
  1.185768748167e+04  ,2.861134851406e-05  
  1.188502227437e+04  ,2.864115530731e-05  
  1.191242008027e+04  ,2.867106946904e-05  
  1.193988104464e+04  ,2.870108869112e-05  
  1.196740531307e+04  ,2.873121679472e-05  
  1.199499303149e+04  ,2.876145157889e-05  
  1.202264434617e+04  ,2.879179419106e-05  
  1.205035940372e+04  ,2.882224365416e-05  
  1.207813835107e+04  ,2.885280134041e-05  
  1.210598133550e+04  ,2.888346872581e-05  
  1.213388850465e+04  ,2.891424451859e-05  
  1.216186000646e+04  ,2.894512905251e-05  
  1.218989598925e+04  ,2.897612352001e-05  
  1.221799660165e+04  ,2.900722567522e-05  
  1.224616199265e+04  ,2.903844071022e-05  
  1.227439231158e+04  ,2.906976362482e-05  
  1.230268770812e+04  ,2.910119970243e-05  
  1.233104833229e+04  ,2.913274518938e-05  
  1.235947433444e+04  ,2.916440162296e-05  
  1.238796586530e+04  ,2.919617024717e-05  
  1.241652307592e+04  ,2.922805134528e-05  
  1.244514611771e+04  ,2.926004373325e-05  
  1.247383514243e+04  ,2.929214748797e-05  
  1.250259030217e+04  ,2.932436664055e-05  
  1.253141174941e+04  ,2.935669750025e-05  
  1.256029963695e+04  ,2.938914141108e-05  
  1.258925411794e+04  ,2.942169987838e-05  
  1.261827534590e+04  ,2.945437172686e-05  
  1.264736347471e+04  ,2.948715835837e-05  
  1.267651865858e+04  ,2.952005991357e-05  
  1.270574105208e+04  ,2.955307653233e-05  
  1.273503081016e+04  ,2.958620705106e-05  
  1.276438808811e+04  ,2.961945421506e-05  
  1.279381304157e+04  ,2.965281685776e-05  
  1.282330582656e+04  ,2.968629638996e-05  
  1.285286659943e+04  ,2.971989167678e-05  
  1.288249551693e+04  ,2.975360413049e-05  
  1.291219273613e+04  ,2.978743389011e-05  
  1.294195841450e+04  ,2.982138109390e-05  
  1.297179270984e+04  ,2.985544717032e-05  
  1.300169578033e+04  ,2.988963095551e-05  
  1.303166778452e+04  ,2.992393259791e-05  
  1.306170888132e+04  ,2.995835223265e-05  
  1.309181922999e+04  ,2.999289256880e-05  
  1.312199899019e+04  ,3.002755245473e-05  
  1.315224832192e+04  ,3.006233074484e-05  
  1.318256738556e+04  ,3.009722886064e-05  
  1.321295634186e+04  ,3.013224951015e-05  
  1.324341535194e+04  ,3.016738897811e-05  
  1.327394457729e+04  ,3.020264867918e-05  
  1.330454417978e+04  ,3.023803261660e-05  
  1.333521432163e+04  ,3.027353578249e-05  
  1.336595516546e+04  ,3.030916215694e-05  
  1.339676687426e+04  ,3.034491063234e-05  
  1.342764961138e+04  ,3.038078128232e-05  
  1.345860354056e+04  ,3.041677561215e-05  
  1.348962882591e+04  ,3.045289237992e-05  
  1.352072563194e+04  ,3.048913436820e-05  
  1.355189412351e+04  ,3.052549783550e-05  
  1.358313446587e+04  ,3.056198806059e-05  
  1.361444682466e+04  ,3.059860129303e-05  
  1.364583136589e+04  ,3.063534028886e-05  
  1.367728825596e+04  ,3.067220392801e-05  
  1.370881766165e+04  ,3.070919354439e-05  
  1.374041975012e+04  ,3.074630932842e-05  
  1.377209468894e+04  ,3.078355141414e-05  
  1.380384264603e+04  ,3.082091993476e-05  
  1.383566378971e+04  ,3.085841502263e-05  
  1.386755828872e+04  ,3.089603813305e-05  
  1.389952631213e+04  ,3.093378807579e-05  
  1.393156802945e+04  ,3.097166630732e-05  
  1.396368361056e+04  ,3.100967163287e-05  
  1.399587322572e+04  ,3.104780683956e-05  
  1.402813704562e+04  ,3.108607073232e-05  
  1.406047524130e+04  ,3.112446344190e-05  
  1.409288798422e+04  ,3.116298633501e-05  
  1.412537544622e+04  ,3.120163840061e-05  
  1.415793779957e+04  ,3.124042100948e-05  
  1.419057521689e+04  ,3.127933429318e-05  
  1.422328787123e+04  ,3.131837961311e-05  
  1.425607593602e+04  ,3.135755463611e-05  
  1.428893958511e+04  ,3.139686195105e-05  
  1.432187899273e+04  ,3.143630057279e-05  
  1.435489433353e+04  ,3.147587308655e-05  
  1.438798578256e+04  ,3.151557582573e-05  
  1.442115351525e+04  ,3.155541405911e-05  
  1.445439770746e+04  ,3.159538412594e-05  
  1.448771853544e+04  ,3.163548859554e-05  
  1.452111617587e+04  ,3.167572637348e-05  
  1.455459080582e+04  ,3.171609772404e-05  
  1.458814260275e+04  ,3.175660520884e-05  
  1.462177174456e+04  ,3.179724773958e-05  
  1.465547840956e+04  ,3.183802408635e-05  
  1.468926277644e+04  ,3.187893723961e-05  
  1.472312502432e+04  ,3.191998567222e-05  
  1.475706533276e+04  ,3.196117101789e-05  
  1.479108388168e+04  ,3.200249340484e-05  
  1.482518085146e+04  ,3.204395296044e-05  
  1.485935642287e+04  ,3.208554981113e-05  
  1.489361077711e+04  ,3.212728408246e-05  
  1.492794409579e+04  ,3.216915589907e-05  
  1.496235656094e+04  ,3.221116675469e-05  
  1.499684835502e+04  ,3.225331797131e-05  
  1.503141966090e+04  ,3.229560728328e-05  
  1.506607066186e+04  ,3.233803463828e-05  
  1.510080154164e+04  ,3.238060290728e-05  
  1.513561248436e+04  ,3.242331202969e-05  
  1.517050367459e+04  ,3.246616112683e-05  
  1.520547529732e+04  ,3.250915132081e-05  
  1.524052753797e+04  ,3.255228312092e-05  
  1.527566058238e+04  ,3.259555507782e-05  
  1.531087461682e+04  ,3.263896987470e-05  
  1.534616982799e+04  ,3.268252783417e-05  
  1.538154640303e+04  ,3.272622790336e-05  
  1.541700452949e+04  ,3.277007117599e-05  
  1.545254439538e+04  ,3.281405680596e-05  
  1.548816618912e+04  ,3.285818726633e-05  
  1.552387009958e+04  ,3.290246150210e-05  
  1.555965631605e+04  ,3.294687963361e-05  
  1.559552502827e+04  ,3.299144317440e-05  
  1.563147642641e+04  ,3.303615108014e-05  
  1.566751070108e+04  ,3.308100580743e-05  
  1.570362804333e+04  ,3.312600491038e-05  
  1.573982864466e+04  ,3.317115130352e-05  
  1.577611269699e+04  ,3.321644370875e-05  
  1.581248039270e+04  ,3.326188364587e-05  
  1.584893192461e+04  ,3.330747239291e-05  
  1.588546748597e+04  ,3.335320634885e-05  
  1.592208727051e+04  ,3.339908959947e-05  
  1.595879147236e+04  ,3.344511945201e-05  
  1.599558028614e+04  ,3.349130139622e-05  
  1.603245390690e+04  ,3.353762902284e-05  
  1.606941253013e+04  ,3.358410782911e-05  
  1.610645635178e+04  ,3.363073625814e-05  
  1.614358556826e+04  ,3.367751495675e-05  
  1.618080037643e+04  ,3.372444492059e-05  
  1.621810097359e+04  ,3.377152397730e-05  
  1.625548755750e+04  ,3.381875594306e-05  
  1.629296032639e+04  ,3.386613979201e-05  
  1.633051947894e+04  ,3.391367450371e-05  
  1.636816521427e+04  ,3.396136246814e-05  
  1.640589773199e+04  ,3.400920266136e-05  
  1.644371723215e+04  ,3.405719662063e-05  
  1.648162391525e+04  ,3.410534333189e-05  
  1.651961798229e+04  ,3.415364374581e-05  
  1.655769963469e+04  ,3.420209969655e-05  
  1.659586907437e+04  ,3.425070987213e-05  
  1.663412650370e+04  ,3.429947438481e-05  
  1.667247212551e+04  ,3.434839477748e-05  
  1.671090614310e+04  ,3.439747228489e-05  
  1.674942876026e+04  ,3.444670334330e-05  
  1.678804018122e+04  ,3.449609205399e-05  
  1.682674061070e+04  ,3.454563709537e-05  
  1.686553025388e+04  ,3.459534112970e-05  
  1.690440931643e+04  ,3.464520060094e-05  
  1.694337800447e+04  ,3.469521928452e-05  
  1.698243652461e+04  ,3.474539650939e-05  
  1.702158508395e+04  ,3.479573172428e-05  
  1.706082389003e+04  ,3.484622570538e-05  
  1.710015315090e+04  ,3.489688077851e-05  
  1.713957307508e+04  ,3.494769339733e-05  
  1.717908387157e+04  ,3.499866877094e-05  
  1.721868574986e+04  ,3.504980445845e-05  
  1.725837891990e+04  ,3.510110056780e-05  
  1.729816359215e+04  ,3.515255720595e-05  
  1.733803997754e+04  ,3.520417593140e-05  
  1.737800828749e+04  ,3.525595830653e-05  
  1.741806873391e+04  ,3.530790153277e-05  
  1.745822152920e+04  ,3.536000862548e-05  
  1.749846688624e+04  ,3.541227823662e-05  
  1.753880501841e+04  ,3.546471192947e-05  
  1.757923613958e+04  ,3.551730981140e-05  
  1.761976046411e+04  ,3.557007198876e-05  
  1.766037820686e+04  ,3.562299964902e-05  
  1.770108958317e+04  ,3.567609073082e-05  
  1.774189480890e+04  ,3.572935042914e-05  
  1.778279410039e+04  ,3.578277376283e-05  
  1.782378767448e+04  ,3.583636445634e-05  
  1.786487574852e+04  ,3.589012046079e-05  
  1.790605854035e+04  ,3.594404549815e-05  
  1.794733626832e+04  ,3.599813859835e-05  
  1.798870915128e+04  ,3.605239732521e-05  
  1.803017740859e+04  ,3.610682539159e-05  
  1.807174126011e+04  ,3.616142330319e-05  
  1.811340092619e+04  ,3.621618969009e-05  
  1.815515662773e+04  ,3.627112465291e-05  
  1.819700858610e+04  ,3.632622976872e-05  
  1.823895702319e+04  ,3.638150661821e-05  
  1.828100216142e+04  ,3.643695234662e-05  
  1.832314422371e+04  ,3.649257001235e-05  
  1.836538343348e+04  ,3.654835929074e-05  
  1.840772001469e+04  ,3.660432113527e-05  
  1.845015419179e+04  ,3.666045373775e-05  
  1.849268618978e+04  ,3.671675972971e-05  
  1.853531623414e+04  ,3.677323859503e-05  
  1.857804455091e+04  ,3.682989253292e-05  
  1.862087136662e+04  ,3.688671910477e-05  
  1.866379690834e+04  ,3.694371885281e-05  
  1.870682140365e+04  ,3.700089545471e-05  
  1.874994508067e+04  ,3.705824498148e-05  
  1.879316816803e+04  ,3.711577200588e-05  
  1.883649089489e+04  ,3.717347409834e-05  
  1.887991349096e+04  ,3.723135044080e-05  
  1.892343618645e+04  ,3.728940457452e-05  
  1.896705921211e+04  ,3.734763659836e-05  
  1.901078279923e+04  ,3.740604764074e-05  
  1.905460717963e+04  ,3.746463573581e-05  
  1.909853258566e+04  ,3.752340201158e-05  
  1.914255925021e+04  ,3.758234656293e-05  
  1.918668740670e+04  ,3.764147050783e-05  
  1.923091728910e+04  ,3.770077188936e-05  
  1.927524913190e+04  ,3.776025585703e-05  
  1.931968317016e+04  ,3.781991745174e-05  
  1.936421963946e+04  ,3.787976181893e-05  
  1.940885877592e+04  ,3.793978803320e-05  
  1.945360081622e+04  ,3.799999517456e-05  
  1.949844599758e+04  ,3.806038536699e-05  
  1.954339455775e+04  ,3.812095466290e-05  
  1.958844673506e+04  ,3.818170919962e-05  
  1.963360276836e+04  ,3.824264907409e-05  
  1.967886289706e+04  ,3.830376832137e-05  
  1.972422736114e+04  ,3.836507308871e-05  
  1.976969640111e+04  ,3.842656347002e-05  
  1.981527025805e+04  ,3.848823752302e-05  
  1.986094917357e+04  ,3.855009940633e-05  
  1.990673338987e+04  ,3.861214413837e-05  
  1.995262314968e+04  ,3.867437584264e-05  
  1.999861869632e+04  ,3.873679261296e-05  
  2.004472027365e+04  ,3.879939957655e-05  
  2.009092812608e+04  ,3.886219278049e-05  
  2.013724249862e+04  ,3.892517132039e-05  
  2.018366363681e+04  ,3.898834031716e-05  
  2.023019178678e+04  ,3.905169886911e-05  
  2.027682719521e+04  ,3.911524706548e-05  
  2.032357010936e+04  ,3.917898193475e-05  
  2.037042077705e+04  ,3.924290968170e-05  
  2.041737944669e+04  ,3.930702427099e-05  
  2.046444636724e+04  ,3.937133289278e-05  
  2.051162178825e+04  ,3.943583060967e-05  
  2.055890595984e+04  ,3.950052155576e-05  
  2.060629913270e+04  ,3.956540372176e-05  
  2.065380155810e+04  ,3.963047831287e-05  
  2.070141348791e+04  ,3.969574736261e-05  
  2.074913517454e+04  ,3.976120901260e-05  
  2.079696687103e+04  ,3.982686220785e-05  
  2.084490883097e+04  ,3.989271221899e-05  
  2.089296130854e+04  ,3.995875605041e-05  
  2.094112455850e+04  ,4.002499686977e-05  
  2.098939883623e+04  ,4.009143167549e-05  
  2.103778439766e+04  ,4.015806054715e-05  
  2.108628149933e+04  ,4.022488974750e-05  
  2.113489039836e+04  ,4.029191317795e-05  
  2.118361135248e+04  ,4.035913496635e-05  
  2.123244462000e+04  ,4.042655328234e-05  
  2.128139045982e+04  ,4.049416916331e-05  
  2.133044913146e+04  ,4.056198674120e-05  
  2.137962089502e+04  ,4.062999893926e-05  
  2.142890601120e+04  ,4.069821419941e-05  
  2.147830474130e+04  ,4.076662829068e-05  
  2.152781734724e+04  ,4.083524344961e-05  
  2.157744409152e+04  ,4.090405975677e-05  
  2.162718523727e+04  ,4.097307417825e-05  
  2.167704104819e+04  ,4.104229301771e-05  
  2.172701178863e+04  ,4.111171324123e-05  
  2.177709772353e+04  ,4.118133804466e-05  
  2.182729911842e+04  ,4.125116220175e-05  
  2.187761623949e+04  ,4.132119327984e-05  
  2.192804935350e+04  ,4.139142605039e-05  
  2.197859872784e+04  ,4.146186464280e-05  
  2.202926463053e+04  ,4.153250820157e-05  
  2.208004733018e+04  ,4.160335587655e-05  
  2.213094709605e+04  ,4.167440959817e-05  
  2.218196419800e+04  ,4.174566851277e-05  
  2.223309890651e+04  ,4.181713583007e-05  
  2.228435149270e+04  ,4.188880849032e-05  
  2.233572222830e+04  ,4.196068970502e-05  
  2.238721138568e+04  ,4.203277955043e-05  
  2.243881923782e+04  ,4.210507901746e-05  
  2.249054605835e+04  ,4.217758320230e-05  
  2.254239212152e+04  ,4.225030029678e-05  
  2.259435770220e+04  ,4.232322540330e-05  
  2.264644307593e+04  ,4.239636356743e-05  
  2.269864851883e+04  ,4.246971080006e-05  
  2.275097430772e+04  ,4.254326626451e-05  
  2.280342072000e+04  ,4.261703815569e-05  
  2.285598803375e+04  ,4.269101932831e-05  
  2.290867652767e+04  ,4.276521300881e-05  
  2.296148648112e+04  ,4.283962242986e-05  
  2.301441817408e+04  ,4.291424223867e-05  
  2.306747188720e+04  ,4.298907703100e-05  
  2.312064790175e+04  ,4.306412778036e-05  
  2.317394649968e+04  ,4.313939228441e-05  
  2.322736796357e+04  ,4.321487288307e-05  
  2.328091257664e+04  ,4.329056875648e-05  
  2.333458062280e+04  ,4.336648175706e-05  
  2.338837238659e+04  ,4.344261106148e-05  
  2.344228815319e+04  ,4.351895673755e-05  
  2.349632820848e+04  ,4.359552203129e-05  
  2.355049283895e+04  ,4.367230383299e-05  
  2.360478233180e+04  ,4.374930539022e-05  
  2.365919697485e+04  ,4.382652446765e-05  
  2.371373705661e+04  ,4.390396573943e-05  
  2.376840286624e+04  ,4.398162466051e-05  
  2.382319469358e+04  ,4.405950591620e-05  
  2.387811282913e+04  ,4.413760813763e-05  
  2.393315756405e+04  ,4.421593051273e-05  
  2.398832919019e+04  ,4.429447629954e-05  
  2.404362800006e+04  ,4.437324556579e-05  
  2.409905428686e+04  ,4.445223518044e-05  
  2.415460834444e+04  ,4.453145160324e-05  
  2.421029046736e+04  ,4.461088850184e-05  
  2.426610095082e+04  ,4.469055320348e-05  
  2.432204009073e+04  ,4.477044084481e-05  
  2.437810818368e+04  ,4.485055641787e-05  
  2.443430552693e+04  ,4.493089591837e-05  
  2.449063241844e+04  ,4.501146261594e-05  
  2.454708915684e+04  ,4.509225250881e-05  
  2.460367604147e+04  ,4.517327379230e-05  
  2.466039337234e+04  ,4.525452331481e-05  
  2.471724145016e+04  ,4.533599943240e-05  
  2.477422057633e+04  ,4.541770627661e-05  
  2.483133105295e+04  ,4.549964069282e-05  
  2.488857318282e+04  ,4.558180358559e-05  
  2.494594726942e+04  ,4.566420060852e-05  
  2.500345361696e+04  ,4.574682453746e-05  
  2.506109253032e+04  ,4.582968356657e-05  
  2.511886431509e+04  ,4.591277368908e-05  
  2.517676927758e+04  ,4.599609496394e-05  
  2.523480772480e+04  ,4.607965067945e-05  
  2.529297996446e+04  ,4.616343850087e-05  
  2.535128630497e+04  ,4.624746004590e-05  
  2.540972705549e+04  ,4.633171621130e-05  
  2.546830252584e+04  ,4.641620788685e-05  
  2.552701302661e+04  ,4.650093429707e-05  
  2.558585886905e+04  ,4.658589791124e-05  
  2.564484036517e+04  ,4.667109720606e-05  
  2.570395782768e+04  ,4.675653140787e-05  
  2.576321157002e+04  ,4.684220381550e-05  
  2.582260190634e+04  ,4.692811855461e-05  
  2.588212915152e+04  ,4.701426754796e-05  
  2.594179362118e+04  ,4.710065491937e-05  
  2.600159563165e+04  ,4.718728479184e-05  
  2.606153549998e+04  ,4.727415315273e-05  
  2.612161354399e+04  ,4.736126330915e-05  
  2.618183008218e+04  ,4.744861125118e-05  
  2.624218543384e+04  ,4.753620272495e-05  
  2.630267991895e+04  ,4.762403534831e-05  
  2.636331385825e+04  ,4.771211324789e-05  
  2.642408757321e+04  ,4.780043322126e-05  
  2.648500138606e+04  ,4.788899612657e-05  
  2.654605561975e+04  ,4.797780366780e-05  
  2.660725059798e+04  ,4.806685424427e-05  
  2.666858664521e+04  ,4.815615036778e-05  
  2.673006408663e+04  ,4.824569536022e-05  
  2.679168324818e+04  ,4.833548273998e-05  
  2.685344445658e+04  ,4.842551909666e-05  
  2.691534803926e+04  ,4.851580200821e-05  
  2.697739432444e+04  ,4.860633320780e-05  
  2.703958364108e+04  ,4.869711433725e-05  
  2.710191631890e+04  ,4.878814058775e-05  
  2.716439268838e+04  ,4.887942014531e-05  
  2.722701308077e+04  ,4.897094899409e-05  
  2.728977782807e+04  ,4.906272718437e-05  
  2.735268726306e+04  ,4.915475476559e-05  
  2.741574171927e+04  ,4.924703585299e-05  
  2.747894153102e+04  ,4.933956893111e-05  
  2.754228703338e+04  ,4.943235561544e-05  
  2.760577856220e+04  ,4.952539439465e-05  
  2.766941645411e+04  ,4.961869016591e-05  
  2.773320104651e+04  ,4.971223562052e-05  
  2.779713267759e+04  ,4.980603738598e-05  
  2.786121168629e+04  ,4.990009628591e-05  
  2.792543841237e+04  ,4.999441082342e-05  
  2.798981319634e+04  ,5.008897852571e-05  
  2.805433637951e+04  ,5.018380680034e-05  
  2.811900830398e+04  ,5.027889162872e-05  
  2.818382931264e+04  ,5.037423635763e-05  
  2.824879974915e+04  ,5.046983773535e-05  
  2.831391995799e+04  ,5.056569910966e-05  
  2.837919028441e+04  ,5.066182052865e-05  
  2.844461107447e+04  ,5.075819873404e-05  
  2.851018267503e+04  ,5.085484114019e-05  
  2.857590543374e+04  ,5.095174703550e-05  
  2.864177969906e+04  ,5.104891240382e-05  
  2.870780582024e+04  ,5.114633880121e-05  
  2.877398414735e+04  ,5.124403213810e-05  
  2.884031503126e+04  ,5.134198658886e-05  
  2.890679882365e+04  ,5.144020732072e-05  
  2.897343587701e+04  ,5.153869256676e-05  
  2.904022654464e+04  ,5.163744087283e-05  
  2.910717118066e+04  ,5.173645709526e-05  
  2.917427014000e+04  ,5.183574053173e-05  
  2.924152377843e+04  ,5.193529122728e-05  
  2.930893245250e+04  ,5.203510590371e-05  
  2.937649651961e+04  ,5.213519198755e-05  
  2.944421633798e+04  ,5.223554804443e-05  
  2.951209226666e+04  ,5.233617227159e-05  
  2.958012466551e+04  ,5.243706729773e-05  
  2.964831389524e+04  ,5.253822983806e-05  
  2.971666031737e+04  ,5.263966659171e-05  
  2.978516429428e+04  ,5.274137427352e-05  
  2.985382618917e+04  ,5.284335292490e-05  
  2.992264636607e+04  ,5.294560664843e-05  
  2.999162518987e+04  ,5.304813475648e-05  
  3.006076302628e+04  ,5.315093323013e-05  
  3.013006024185e+04  ,5.325401023463e-05  
  3.019951720401e+04  ,5.335735913352e-05  
  3.026913428101e+04  ,5.346098519599e-05  
  3.033891184194e+04  ,5.356488918927e-05  
  3.040885025676e+04  ,5.366906853207e-05  
  3.047894989627e+04  ,5.377352588425e-05  
  3.054921113215e+04  ,5.387826463102e-05  
  3.061963433690e+04  ,5.398327812445e-05  
  3.069021988390e+04  ,5.408856974693e-05  
  3.076096814740e+04  ,5.419414623290e-05  
  3.083187950249e+04  ,5.430000163867e-05  
  3.090295432513e+04  ,5.440613528800e-05  
  3.097419299216e+04  ,5.451255321256e-05  
  3.104559588128e+04  ,5.461925422410e-05  
  3.111716337105e+04  ,5.472623623820e-05  
  3.118889584093e+04  ,5.483350335446e-05  
  3.126079367123e+04  ,5.494105631460e-05  
  3.133285724315e+04  ,5.504889039504e-05  
  3.140508693875e+04  ,5.515701039155e-05  
  3.147748314101e+04  ,5.526541899928e-05  
  3.155004623374e+04  ,5.537411289755e-05  
  3.162277660168e+04  ,5.548309617923e-05  
  3.169567463043e+04  ,5.559236412828e-05  
  3.176874070649e+04  ,5.570192153201e-05  
  3.184197521725e+04  ,5.581176773232e-05  
  3.191537855100e+04  ,5.592190613178e-05  
  3.198895109691e+04  ,5.603233340167e-05  
  3.206269324505e+04  ,5.614304957667e-05  
  3.213660538640e+04  ,5.625406211563e-05  
  3.221068791283e+04  ,5.636536362846e-05  
  3.228494121712e+04  ,5.647695683657e-05  
  3.235936569296e+04  ,5.658884719651e-05  
  3.243396173493e+04  ,5.670102932302e-05  
  3.250872973854e+04  ,5.681350393241e-05  
  3.258367010019e+04  ,5.692627848730e-05  
  3.265878321723e+04  ,5.703934896860e-05  
  3.273406948788e+04  ,5.715271135754e-05  
  3.280952931130e+04  ,5.726637446788e-05  
  3.288516308759e+04  ,5.738033631131e-05  
