  Frequency            , SQRT(S(NTOT(ONOISE)))
  9.682778562610e+03  ,2.966270111370e-07  
  9.705099672453e+03  ,2.969687479602e-07  
  9.727472237768e+03  ,2.973108784079e-07  
  9.749896377172e+03  ,2.976534029337e-07  
  9.772372209556e+03  ,2.979963219915e-07  
  9.794899854085e+03  ,2.983396360359e-07  
  9.817479430198e+03  ,2.986833455219e-07  
  9.840111057609e+03  ,2.990274509051e-07  
  9.862794856310e+03  ,2.993719526416e-07  
  9.885530946567e+03  ,2.997168511880e-07  
  9.908319448926e+03  ,3.000621470016e-07  
  9.931160484207e+03  ,3.004078405556e-07  
  9.954054173513e+03  ,3.007539323084e-07  
  9.977000638223e+03  ,3.011004227029e-07  
  9.999999999998e+03  ,3.014473121983e-07  
  1.002305238078e+04  ,3.017946012546e-07  
  1.004615790278e+04  ,3.021422903319e-07  
  1.006931668852e+04  ,3.024903798912e-07  
  1.009252886076e+04  ,3.028388703938e-07  
  1.011579454260e+04  ,3.031877623016e-07  
  1.013911385736e+04  ,3.035370560772e-07  
  1.016248692870e+04  ,3.038867521993e-07  
  1.018591388054e+04  ,3.042368511316e-07  
  1.020939483707e+04  ,3.045873533221e-07  
  1.023292992281e+04  ,3.049382592354e-07  
  1.025651926251e+04  ,3.052895693366e-07  
  1.028016298126e+04  ,3.056412840915e-07  
  1.030386120441e+04  ,3.059934039661e-07  
  1.032761405761e+04  ,3.063459294272e-07  
  1.035142166679e+04  ,3.066988609421e-07  
  1.037528415818e+04  ,3.070521989785e-07  
  1.039920165829e+04  ,3.074059440210e-07  
  1.042317429393e+04  ,3.077600965383e-07  
  1.044720219221e+04  ,3.081146569839e-07  
  1.047128548051e+04  ,3.084696258276e-07  
  1.049542428652e+04  ,3.088250035400e-07  
  1.051961873823e+04  ,3.091807905921e-07  
  1.054386896391e+04  ,3.095369874555e-07  
  1.056817509213e+04  ,3.098935946024e-07  
  1.059253725177e+04  ,3.102506125054e-07  
  1.061695557198e+04  ,3.106080416539e-07  
  1.064143018224e+04  ,3.109658825218e-07  
  1.066596121230e+04  ,3.113241355671e-07  
  1.069054879222e+04  ,3.116828012647e-07  
  1.071519305237e+04  ,3.120418800899e-07  
  1.073989412341e+04  ,3.124013725187e-07  
  1.076465213630e+04  ,3.127612790277e-07  
  1.078946722230e+04  ,3.131216000937e-07  
  1.081433951298e+04  ,3.134823361946e-07  
  1.083926914021e+04  ,3.138434878247e-07  
  1.086425623617e+04  ,3.142050554629e-07  
  1.088930093333e+04  ,3.145670395719e-07  
  1.091440336449e+04  ,3.149294406316e-07  
  1.093956366272e+04  ,3.152922591222e-07  
  1.096478196143e+04  ,3.156554955248e-07  
  1.099005839432e+04  ,3.160191503207e-07  
  1.101539309541e+04  ,3.163832239920e-07  
  1.104078619902e+04  ,3.167477170212e-07  
  1.106623783977e+04  ,3.171126299081e-07  
  1.109174815262e+04  ,3.174779631364e-07  
  1.111731727281e+04  ,3.178437171737e-07  
  1.114294533591e+04  ,3.182098925048e-07  
  1.116863247780e+04  ,3.185764896150e-07  
  1.119437883467e+04  ,3.189435089903e-07  
  1.122018454302e+04  ,3.193109511171e-07  
  1.124604973967e+04  ,3.196788164825e-07  
  1.127197456175e+04  ,3.200471055909e-07  
  1.129795914673e+04  ,3.204158189303e-07  
  1.132400363235e+04  ,3.207849569728e-07  
  1.135010815672e+04  ,3.211545202076e-07  
  1.137627285823e+04  ,3.215245091246e-07  
  1.140249787561e+04  ,3.218949242141e-07  
  1.142878334790e+04  ,3.222657659673e-07  
  1.145512941445e+04  ,3.226370348755e-07  
  1.148153621497e+04  ,3.230087314479e-07  
  1.150800388944e+04  ,3.233808561771e-07  
  1.153453257821e+04  ,3.237534095394e-07  
  1.156112242192e+04  ,3.241263920287e-07  
  1.158777356155e+04  ,3.244998041393e-07  
  1.161448613840e+04  ,3.248736463661e-07  
  1.164126029410e+04  ,3.252479192048e-07  
  1.166809617061e+04  ,3.256226231513e-07  
  1.169499391020e+04  ,3.259977587194e-07  
  1.172195365548e+04  ,3.263733264064e-07  
  1.174897554939e+04  ,3.267493266929e-07  
  1.177605973521e+04  ,3.271257600774e-07  
  1.180320635651e+04  ,3.275026270588e-07  
  1.183041555725e+04  ,3.278799281367e-07  
  1.185768748167e+04  ,3.282576638110e-07  
  1.188502227437e+04  ,3.286358345998e-07  
  1.191242008027e+04  ,3.290144410043e-07  
  1.193988104464e+04  ,3.293934835091e-07  
  1.196740531307e+04  ,3.297729626166e-07  
  1.199499303149e+04  ,3.301528788298e-07  
  1.202264434617e+04  ,3.305332326523e-07  
  1.205035940372e+04  ,3.309140245883e-07  
  1.207813835107e+04  ,3.312952551423e-07  
  1.210598133550e+04  ,3.316769248372e-07  
  1.213388850465e+04  ,3.320590341789e-07  
  1.216186000646e+04  ,3.324415836564e-07  
  1.218989598925e+04  ,3.328245737767e-07  
  1.221799660165e+04  ,3.332080050476e-07  
  1.224616199265e+04  ,3.335918779773e-07  
  1.227439231158e+04  ,3.339761930746e-07  
  1.230268770812e+04  ,3.343609508663e-07  
  1.233104833229e+04  ,3.347461518626e-07  
  1.235947433444e+04  ,3.351317965564e-07  
  1.238796586530e+04  ,3.355178854589e-07  
  1.241652307592e+04  ,3.359044190818e-07  
  1.244514611771e+04  ,3.362913979375e-07  
  1.247383514243e+04  ,3.366788225566e-07  
  1.250259030217e+04  ,3.370666934526e-07  
  1.253141174941e+04  ,3.374550111220e-07  
  1.256029963695e+04  ,3.378437760794e-07  
  1.258925411794e+04  ,3.382329888402e-07  
  1.261827534590e+04  ,3.386226499202e-07  
  1.264736347471e+04  ,3.390127598360e-07  
  1.267651865858e+04  ,3.394033191223e-07  
  1.270574105208e+04  ,3.397943282970e-07  
  1.273503081016e+04  ,3.401857878604e-07  
  1.276438808811e+04  ,3.405776983315e-07  
  1.279381304157e+04  ,3.409700602297e-07  
  1.282330582656e+04  ,3.413628740750e-07  
  1.285286659943e+04  ,3.417561404061e-07  
  1.288249551693e+04  ,3.421498597442e-07  
  1.291219273613e+04  ,3.425440325933e-07  
  1.294195841450e+04  ,3.429386594758e-07  
  1.297179270984e+04  ,3.433337409148e-07  
  1.300169578033e+04  ,3.437292774340e-07  
  1.303166778452e+04  ,3.441252695576e-07  
  1.306170888132e+04  ,3.445217178286e-07  
  1.309181922999e+04  ,3.449186227725e-07  
  1.312199899019e+04  ,3.453159848972e-07  
  1.315224832192e+04  ,3.457138047296e-07  
  1.318256738556e+04  ,3.461120827968e-07  
  1.321295634186e+04  ,3.465108196269e-07  
  1.324341535194e+04  ,3.469100157664e-07  
  1.327394457729e+04  ,3.473096717445e-07  
  1.330454417978e+04  ,3.477097880728e-07  
  1.333521432163e+04  ,3.481103652816e-07  
  1.336595516546e+04  ,3.485114039018e-07  
  1.339676687426e+04  ,3.489129044834e-07  
  1.342764961138e+04  ,3.493148675585e-07  
  1.345860354056e+04  ,3.497172936416e-07  
  1.348962882591e+04  ,3.501201832660e-07  
  1.352072563194e+04  ,3.505235369660e-07  
  1.355189412351e+04  ,3.509273552760e-07  
  1.358313446587e+04  ,3.513316387497e-07  
  1.361444682466e+04  ,3.517363879229e-07  
  1.364583136589e+04  ,3.521416033139e-07  
  1.367728825596e+04  ,3.525472854597e-07  
  1.370881766165e+04  ,3.529534348979e-07  
  1.374041975012e+04  ,3.533600521670e-07  
  1.377209468894e+04  ,3.537671378243e-07  
  1.380384264603e+04  ,3.541746924096e-07  
  1.383566378971e+04  ,3.545827164445e-07  
  1.386755828872e+04  ,3.549912104698e-07  
  1.389952631213e+04  ,3.554001750270e-07  
  1.393156802945e+04  ,3.558096106767e-07  
  1.396368361056e+04  ,3.562195179616e-07  
  1.399587322572e+04  ,3.566298974065e-07  
  1.402813704562e+04  ,3.570407495554e-07  
  1.406047524130e+04  ,3.574520749526e-07  
  1.409288798422e+04  ,3.578638741623e-07  
  1.412537544622e+04  ,3.582761477302e-07  
  1.415793779957e+04  ,3.586888961841e-07  
  1.419057521689e+04  ,3.591021200711e-07  
  1.422328787123e+04  ,3.595158199388e-07  
  1.425607593602e+04  ,3.599299963544e-07  
  1.428893958511e+04  ,3.603446498670e-07  
  1.432187899273e+04  ,3.607597810073e-07  
  1.435489433353e+04  ,3.611753903255e-07  
  1.438798578256e+04  ,3.615914783726e-07  
  1.442115351525e+04  ,3.620080457000e-07  
  1.445439770746e+04  ,3.624250928789e-07  
  1.448771853544e+04  ,3.628426204621e-07  
  1.452111617587e+04  ,3.632606289840e-07  
  1.455459080582e+04  ,3.636791189986e-07  
  1.458814260275e+04  ,3.640980910797e-07  
  1.462177174456e+04  ,3.645175457827e-07  
  1.465547840956e+04  ,3.649374836445e-07  
  1.468926277644e+04  ,3.653579052217e-07  
  1.472312502432e+04  ,3.657788110715e-07  
  1.475706533276e+04  ,3.662002017710e-07  
  1.479108388168e+04  ,3.666220778789e-07  
  1.482518085146e+04  ,3.670444399349e-07  
  1.485935642287e+04  ,3.674672884991e-07  
  1.489361077711e+04  ,3.678906241319e-07  
  1.492794409579e+04  ,3.683144474137e-07  
  1.496235656094e+04  ,3.687387589062e-07  
  1.499684835502e+04  ,3.691635591526e-07  
  1.503141966090e+04  ,3.695888487160e-07  
  1.506607066186e+04  ,3.700146281600e-07  
  1.510080154164e+04  ,3.704408980684e-07  
  1.513561248436e+04  ,3.708676590063e-07  
  1.517050367459e+04  ,3.712949115198e-07  
  1.520547529732e+04  ,3.717226561754e-07  
  1.524052753797e+04  ,3.721508935594e-07  
  1.527566058238e+04  ,3.725796242394e-07  
  1.531087461682e+04  ,3.730088487643e-07  
  1.534616982799e+04  ,3.734385677030e-07  
  1.538154640303e+04  ,3.738687816251e-07  
  1.541700452949e+04  ,3.742994911204e-07  
  1.545254439538e+04  ,3.747306967597e-07  
  1.548816618912e+04  ,3.751623990951e-07  
  1.552387009958e+04  ,3.755945986988e-07  
  1.555965631605e+04  ,3.760272961632e-07  
  1.559552502827e+04  ,3.764604920621e-07  
  1.563147642641e+04  ,3.768941869497e-07  
  1.566751070108e+04  ,3.773283814011e-07  
  1.570362804333e+04  ,3.777630760115e-07  
  1.573982864466e+04  ,3.781982713570e-07  
  1.577611269699e+04  ,3.786339679948e-07  
  1.581248039270e+04  ,3.790701665022e-07  
  1.584893192461e+04  ,3.795068674775e-07  
  1.588546748597e+04  ,3.799440714994e-07  
  1.592208727051e+04  ,3.803817791275e-07  
  1.595879147236e+04  ,3.808199909421e-07  
  1.599558028614e+04  ,3.812587075438e-07  
  1.603245390690e+04  ,3.816979295143e-07  
  1.606941253013e+04  ,3.821376574157e-07  
  1.610645635178e+04  ,3.825778918309e-07  
  1.614358556826e+04  ,3.830186333635e-07  
  1.618080037643e+04  ,3.834598825976e-07  
  1.621810097359e+04  ,3.839016400981e-07  
  1.625548755750e+04  ,3.843439064504e-07  
  1.629296032639e+04  ,3.847866822611e-07  
  1.633051947894e+04  ,3.852299681169e-07  
  1.636816521427e+04  ,3.856737645852e-07  
  1.640589773199e+04  ,3.861180722544e-07  
  1.644371723215e+04  ,3.865628917335e-07  
  1.648162391525e+04  ,3.870082236122e-07  
  1.651961798229e+04  ,3.874540684605e-07  
  1.655769963469e+04  ,3.879004268693e-07  
  1.659586907437e+04  ,3.883472994507e-07  
  1.663412650370e+04  ,3.887946867969e-07  
  1.667247212551e+04  ,3.892425894806e-07  
  1.671090614310e+04  ,3.896910080955e-07  
  1.674942876026e+04  ,3.901399432564e-07  
  1.678804018122e+04  ,3.905893955584e-07  
  1.682674061070e+04  ,3.910393655767e-07  
  1.686553025388e+04  ,3.914898539282e-07  
  1.690440931643e+04  ,3.919408612102e-07  
  1.694337800447e+04  ,3.923923879998e-07  
  1.698243652461e+04  ,3.928444348956e-07  
  1.702158508395e+04  ,3.932970025174e-07  
  1.706082389003e+04  ,3.937500914650e-07  
  1.710015315090e+04  ,3.942037023183e-07  
  1.713957307508e+04  ,3.946578356786e-07  
  1.717908387157e+04  ,3.951124921687e-07  
  1.721868574986e+04  ,3.955676723910e-07  
  1.725837891990e+04  ,3.960233769282e-07  
  1.729816359215e+04  ,3.964796064051e-07  
  1.733803997754e+04  ,3.969363614265e-07  
  1.737800828749e+04  ,3.973936425770e-07  
  1.741806873391e+04  ,3.978514504835e-07  
  1.745822152920e+04  ,3.983097857529e-07  
  1.749846688624e+04  ,3.987686489718e-07  
  1.753880501841e+04  ,3.992280407485e-07  
  1.757923613958e+04  ,3.996879617127e-07  
  1.761976046411e+04  ,4.001484124741e-07  
  1.766037820686e+04  ,4.006093936222e-07  
  1.770108958317e+04  ,4.010709057888e-07  
  1.774189480890e+04  ,4.015329495857e-07  
  1.778279410039e+04  ,4.019955256045e-07  
  1.782378767448e+04  ,4.024586344791e-07  
  1.786487574852e+04  ,4.029222768236e-07  
  1.790605854035e+04  ,4.033864532313e-07  
  1.794733626832e+04  ,4.038511643176e-07  
  1.798870915128e+04  ,4.043164107195e-07  
  1.803017740859e+04  ,4.047821930538e-07  
  1.807174126011e+04  ,4.052485119166e-07  
  1.811340092619e+04  ,4.057153679473e-07  
  1.815515662773e+04  ,4.061827617647e-07  
  1.819700858610e+04  ,4.066506939671e-07  
  1.823895702319e+04  ,4.071191651959e-07  
  1.828100216142e+04  ,4.075881760722e-07  
  1.832314422371e+04  ,4.080577271964e-07  
  1.836538343348e+04  ,4.085278192120e-07  
  1.840772001469e+04  ,4.089984527424e-07  
  1.845015419179e+04  ,4.094696283899e-07  
  1.849268618978e+04  ,4.099413468004e-07  
  1.853531623414e+04  ,4.104136085993e-07  
  1.857804455091e+04  ,4.108864143910e-07  
  1.862087136662e+04  ,4.113597648238e-07  
  1.866379690834e+04  ,4.118336605251e-07  
  1.870682140365e+04  ,4.123081021015e-07  
  1.874994508067e+04  ,4.127830902034e-07  
  1.879316816803e+04  ,4.132586254605e-07  
  1.883649089489e+04  ,4.137347084814e-07  
  1.887991349096e+04  ,4.142113399189e-07  
  1.892343618645e+04  ,4.146885204047e-07  
  1.896705921211e+04  ,4.151662505497e-07  
  1.901078279923e+04  ,4.156445310088e-07  
  1.905460717963e+04  ,4.161233624159e-07  
  1.909853258566e+04  ,4.166027453840e-07  
  1.914255925021e+04  ,4.170826805703e-07  
  1.918668740670e+04  ,4.175631686110e-07  
  1.923091728910e+04  ,4.180442101212e-07  
  1.927524913190e+04  ,4.185258057602e-07  
  1.931968317016e+04  ,4.190079561665e-07  
  1.936421963946e+04  ,4.194906619792e-07  
  1.940885877592e+04  ,4.199739238381e-07  
  1.945360081622e+04  ,4.204577423618e-07  
  1.949844599758e+04  ,4.209421182137e-07  
  1.954339455775e+04  ,4.214270520357e-07  
  1.958844673506e+04  ,4.219125444486e-07  
  1.963360276836e+04  ,4.223985961180e-07  
  1.967886289706e+04  ,4.228852076882e-07  
  1.972422736114e+04  ,4.233723797820e-07  
  1.976969640111e+04  ,4.238601130673e-07  
  1.981527025805e+04  ,4.243484081907e-07  
  1.986094917357e+04  ,4.248372657994e-07  
  1.990673338987e+04  ,4.253266865414e-07  
  1.995262314968e+04  ,4.258166710431e-07  
  1.999861869632e+04  ,4.263072199764e-07  
  2.004472027365e+04  ,4.267983339914e-07  
  2.009092812608e+04  ,4.272900137392e-07  
  2.013724249862e+04  ,4.277822598715e-07  
  2.018366363681e+04  ,4.282750730183e-07  
  2.023019178678e+04  ,4.287684538553e-07  
  2.027682719521e+04  ,4.292624030365e-07  
  2.032357010936e+04  ,4.297569212166e-07  
  2.037042077705e+04  ,4.302520090511e-07  
  2.041737944669e+04  ,4.307476671738e-07  
  2.046444636724e+04  ,4.312438962642e-07  
  2.051162178825e+04  ,4.317406969801e-07  
  2.055890595984e+04  ,4.322380699799e-07  
  2.060629913270e+04  ,4.327360159230e-07  
  2.065380155810e+04  ,4.332345354467e-07  
  2.070141348791e+04  ,4.337336292345e-07  
  2.074913517454e+04  ,4.342332979480e-07  
  2.079696687103e+04  ,4.347335422495e-07  
  2.084490883097e+04  ,4.352343628021e-07  
  2.089296130854e+04  ,4.357357602467e-07  
  2.094112455850e+04  ,4.362377352710e-07  
  2.098939883623e+04  ,4.367402885401e-07  
  2.103778439766e+04  ,4.372434207203e-07  
  2.108628149933e+04  ,4.377471324785e-07  
  2.113489039836e+04  ,4.382514244824e-07  
  2.118361135248e+04  ,4.387562974004e-07  
  2.123244462000e+04  ,4.392617518788e-07  
  2.128139045982e+04  ,4.397677886105e-07  
  2.133044913146e+04  ,4.402744082663e-07  
  2.137962089502e+04  ,4.407816115178e-07  
  2.142890601120e+04  ,4.412893990372e-07  
  2.147830474130e+04  ,4.417977714977e-07  
  2.152781734724e+04  ,4.423067295731e-07  
  2.157744409152e+04  ,4.428162739380e-07  
  2.162718523727e+04  ,4.433264052678e-07  
  2.167704104819e+04  ,4.438371242156e-07  
  2.172701178863e+04  ,4.443484314815e-07  
  2.177709772353e+04  ,4.448603277433e-07  
  2.182729911842e+04  ,4.453728136795e-07  
  2.187761623949e+04  ,4.458858899694e-07  
  2.192804935350e+04  ,4.463995572931e-07  
  2.197859872784e+04  ,4.469138163316e-07  
  2.202926463053e+04  ,4.474286677663e-07  
  2.208004733018e+04  ,4.479441122799e-07  
  2.213094709605e+04  ,4.484601505556e-07  
  2.218196419800e+04  ,4.489767832773e-07  
  2.223309890651e+04  ,4.494940111299e-07  
  2.228435149270e+04  ,4.500118347989e-07  
  2.233572222830e+04  ,4.505302549709e-07  
  2.238721138568e+04  ,4.510492723328e-07  
  2.243881923782e+04  ,4.515688875492e-07  
  2.249054605835e+04  ,4.520891013324e-07  
  2.254239212152e+04  ,4.526099143718e-07  
  2.259435770220e+04  ,4.531313273580e-07  
  2.264644307593e+04  ,4.536533409820e-07  
  2.269864851883e+04  ,4.541759559359e-07  
  2.275097430772e+04  ,4.546991729122e-07  
  2.280342072000e+04  ,4.552229926046e-07  
  2.285598803375e+04  ,4.557474157074e-07  
  2.290867652767e+04  ,4.562724429157e-07  
  2.296148648112e+04  ,4.567980749255e-07  
  2.301441817408e+04  ,4.573243124335e-07  
  2.306747188720e+04  ,4.578511561373e-07  
  2.312064790175e+04  ,4.583786067351e-07  
  2.317394649968e+04  ,4.589066649502e-07  
  2.322736796357e+04  ,4.594353314586e-07  
  2.328091257664e+04  ,4.599646069609e-07  
  2.333458062280e+04  ,4.604944921587e-07  
  2.338837238659e+04  ,4.610249877545e-07  
  2.344228815319e+04  ,4.615560944514e-07  
  2.349632820848e+04  ,4.620878129533e-07  
  2.355049283895e+04  ,4.626201439652e-07  
  2.360478233180e+04  ,4.631530881926e-07  
  2.365919697485e+04  ,4.636866463419e-07  
  2.371373705661e+04  ,4.642208191204e-07  
  2.376840286624e+04  ,4.647556072362e-07  
  2.382319469358e+04  ,4.652910113982e-07  
  2.387811282913e+04  ,4.658270323159e-07  
  2.393315756405e+04  ,4.663636707000e-07  
  2.398832919019e+04  ,4.669009272862e-07  
  2.404362800006e+04  ,4.674388027623e-07  
  2.409905428686e+04  ,4.679772978411e-07  
  2.415460834444e+04  ,4.685164132365e-07  
  2.421029046736e+04  ,4.690561496630e-07  
  2.426610095082e+04  ,4.695965078362e-07  
  2.432204009073e+04  ,4.701374884723e-07  
  2.437810818368e+04  ,4.706790923130e-07  
  2.443430552693e+04  ,4.712213200516e-07  
  2.449063241844e+04  ,4.717641724067e-07  
  2.454708915684e+04  ,4.723076500981e-07  
  2.460367604147e+04  ,4.728517538460e-07  
  2.466039337234e+04  ,4.733964843718e-07  
  2.471724145016e+04  ,4.739418423973e-07  
  2.477422057633e+04  ,4.744878286705e-07  
  2.483133105295e+04  ,4.750344438901e-07  
  2.488857318282e+04  ,4.755816887807e-07  
  2.494594726942e+04  ,4.761295640678e-07  
  2.500345361696e+04  ,4.766780704774e-07  
  2.506109253032e+04  ,4.772272087617e-07  
  2.511886431509e+04  ,4.777769796236e-07  
  2.517676927758e+04  ,4.783273837919e-07  
  2.523480772480e+04  ,4.788784219960e-07  
  2.529297996446e+04  ,4.794300949664e-07  
  2.535128630497e+04  ,4.799824034595e-07  
  2.540972705549e+04  ,4.805353481823e-07  
  2.546830252584e+04  ,4.810889298677e-07  
  2.552701302661e+04  ,4.816431492747e-07  
  2.558585886905e+04  ,4.821980071127e-07  
  2.564484036517e+04  ,4.827535041172e-07  
  2.570395782768e+04  ,4.833096410246e-07  
  2.576321157002e+04  ,4.838664185720e-07  
  2.582260190634e+04  ,4.844238375228e-07  
  2.588212915152e+04  ,4.849818985905e-07  
  2.594179362118e+04  ,4.855406025148e-07  
  2.600159563165e+04  ,4.860999500618e-07  
  2.606153549998e+04  ,4.866599419474e-07  
  2.612161354399e+04  ,4.872205789139e-07  
  2.618183008218e+04  ,4.877818617300e-07  
  2.624218543384e+04  ,4.883437911142e-07  
  2.630267991895e+04  ,4.889063678113e-07  
  2.636331385825e+04  ,4.894695925927e-07  
  2.642408757321e+04  ,4.900334661792e-07  
  2.648500138606e+04  ,4.905979893184e-07  
  2.654605561975e+04  ,4.911631627842e-07  
  2.660725059798e+04  ,4.917289873000e-07  
  2.666858664521e+04  ,4.922954636160e-07  
  2.673006408663e+04  ,4.928625925087e-07  
  2.679168324818e+04  ,4.934303747041e-07  
  2.685344445658e+04  ,4.939988109548e-07  
  2.691534803926e+04  ,4.945679020402e-07  
  2.697739432444e+04  ,4.951376487146e-07  
  2.703958364108e+04  ,4.957080517074e-07  
  2.710191631890e+04  ,4.962791117747e-07  
  2.716439268838e+04  ,4.968508296993e-07  
  2.722701308077e+04  ,4.974232062132e-07  
  2.728977782807e+04  ,4.979962420750e-07  
  2.735268726306e+04  ,4.985699380704e-07  
  2.741574171927e+04  ,4.991442949598e-07  
  2.747894153102e+04  ,4.997193134786e-07  
  2.754228703338e+04  ,5.002949943888e-07  
  2.760577856220e+04  ,5.008713384798e-07  
  2.766941645411e+04  ,5.014483464893e-07  
  2.773320104651e+04  ,5.020260191821e-07  
  2.779713267759e+04  ,5.026043573503e-07  
  2.786121168629e+04  ,5.031833617606e-07  
  2.792543841237e+04  ,5.037630331540e-07  
  2.798981319634e+04  ,5.043433722990e-07  
  2.805433637951e+04  ,5.049243799911e-07  
  2.811900830398e+04  ,5.055060570007e-07  
  2.818382931264e+04  ,5.060884040722e-07  
  2.824879974915e+04  ,5.066714219776e-07  
  2.831391995799e+04  ,5.072551115162e-07  
  2.837919028441e+04  ,5.078394734618e-07  
  2.844461107447e+04  ,5.084245085890e-07  
  2.851018267503e+04  ,5.090102176466e-07  
  2.857590543374e+04  ,5.095966014110e-07  
  2.864177969906e+04  ,5.101836606863e-07  
  2.870780582024e+04  ,5.107713962505e-07  
  2.877398414735e+04  ,5.113598088828e-07  
  2.884031503126e+04  ,5.119488993363e-07  
  2.890679882365e+04  ,5.125386683920e-07  
  2.897343587701e+04  ,5.131291168584e-07  
  2.904022654464e+04  ,5.137202455182e-07  
  2.910717118066e+04  ,5.143120551551e-07  
  2.917427014000e+04  ,5.149045465265e-07  
  2.924152377843e+04  ,5.154977204178e-07  
  2.930893245250e+04  ,5.160915776423e-07  
  2.937649651961e+04  ,5.166861189871e-07  
  2.944421633798e+04  ,5.172813452405e-07  
  2.951209226666e+04  ,5.178772571915e-07  
  2.958012466551e+04  ,5.184738556027e-07  
  2.964831389524e+04  ,5.190711412651e-07  
  2.971666031737e+04  ,5.196691149975e-07  
  2.978516429428e+04  ,5.202677775927e-07  
  2.985382618917e+04  ,5.208671298441e-07  
  2.992264636607e+04  ,5.214671725463e-07  
  2.999162518987e+04  ,5.220679064946e-07  
  3.006076302628e+04  ,5.226693324581e-07  
  3.013006024185e+04  ,5.232714512340e-07  
  3.019951720401e+04  ,5.238742636477e-07  
  3.026913428101e+04  ,5.244777704984e-07  
  3.033891184194e+04  ,5.250819725861e-07  
  3.040885025676e+04  ,5.256868707116e-07  
  3.047894989627e+04  ,5.262924656769e-07  
  3.054921113215e+04  ,5.268987582846e-07  
  3.061963433690e+04  ,5.275057493386e-07  
  3.069021988390e+04  ,5.281134396156e-07  
  3.076096814740e+04  ,5.287218299214e-07  
  3.083187950249e+04  ,5.293309210899e-07  
  3.090295432513e+04  ,5.299407139286e-07  
  3.097419299216e+04  ,5.305512092459e-07  
  3.104559588128e+04  ,5.311624078510e-07  
  3.111716337105e+04  ,5.317743105540e-07  
  3.118889584093e+04  ,5.323869181661e-07  
  3.126079367123e+04  ,5.330002314994e-07  
  3.133285724315e+04  ,5.336142513669e-07  
  3.140508693875e+04  ,5.342289785824e-07  
  3.147748314101e+04  ,5.348444139609e-07  
  3.155004623374e+04  ,5.354605583182e-07  
  3.162277660168e+04  ,5.360774124710e-07  
  3.169567463043e+04  ,5.366949772371e-07  
  3.176874070649e+04  ,5.373132534349e-07  
  3.184197521725e+04  ,5.379322418842e-07  
  3.191537855100e+04  ,5.385519434054e-07  
  3.198895109691e+04  ,5.391723588200e-07  
  3.206269324505e+04  ,5.397934889504e-07  
  3.213660538640e+04  ,5.404153345917e-07  
  3.221068791283e+04  ,5.410378965681e-07  
  3.228494121712e+04  ,5.416611757617e-07  
  3.235936569296e+04  ,5.422851729985e-07  
  3.243396173493e+04  ,5.429098890774e-07  
  3.250872973854e+04  ,5.435353248265e-07  
  3.258367010019e+04  ,5.441614810749e-07  
  3.265878321723e+04  ,5.447883586526e-07  
  3.273406948788e+04  ,5.454159583905e-07  
  3.280952931130e+04  ,5.460442811206e-07  
  3.288516308759e+04  ,5.466733276758e-07  
  3.296097121774e+04  ,5.473030988900e-07  
  3.303695410367e+04  ,5.479335955979e-07  
  3.311311214825e+04  ,5.485648186353e-07  
  3.318944575525e+04  ,5.491967688390e-07  
  3.326595532939e+04  ,5.498294470466e-07  
  3.334264127632e+04  ,5.504628540968e-07  
  3.341950400260e+04  ,5.510969908293e-07  
  3.349654391577e+04  ,5.517318580847e-07  
  3.357376142429e+04  ,5.523674567045e-07  
  3.365115693754e+04  ,5.530037875312e-07  
  3.372873086588e+04  ,5.536408514084e-07  
  3.380648362059e+04  ,5.542786492096e-07  
  3.388441561391e+04  ,5.549171817802e-07  
  3.396252725903e+04  ,5.555564499376e-07  
  3.404081897009e+04  ,5.561964545292e-07  
  3.411929116218e+04  ,5.568371964035e-07  
  3.419794425136e+04  ,5.574786764097e-07  
  3.427677865464e+04  ,5.581208953981e-07  
  3.435579478998e+04  ,5.587638542202e-07  
  3.443499307633e+04  ,5.594075537574e-07  
  3.451437393358e+04  ,5.600519948631e-07  
  3.459393778260e+04  ,5.606971783623e-07  
  3.467368504524e+04  ,5.613431051101e-07  
  3.475361614431e+04  ,5.619897759628e-07  
  3.483373150359e+04  ,5.626371917776e-07  
  3.491403154785e+04  ,5.632853534421e-07  
  3.499451670283e+04  ,5.639342618157e-07  
  3.507518739525e+04  ,5.645839177290e-07  
  3.515604405282e+04  ,5.652343220431e-07  
  3.523708710424e+04  ,5.658854756202e-07  
  3.531831697919e+04  ,5.665373793532e-07  
  3.539973410833e+04  ,5.671900341061e-07  
  3.548133892335e+04  ,5.678434407145e-07  
  3.556313185689e+04  ,5.684976000445e-07  
  3.564511334262e+04  ,5.691525129633e-07  
  3.572728381518e+04  ,5.698081803687e-07  
  3.580964371025e+04  ,5.704646031301e-07  
  3.589219346449e+04  ,5.711217820876e-07  
  3.597493351557e+04  ,5.717797181124e-07  
  3.605786430216e+04  ,5.724384121066e-07  
  3.614098626395e+04  ,5.730978649434e-07  
  3.622429984166e+04  ,5.737580774670e-07  
  3.630780547700e+04  ,5.744190505524e-07  
  3.639150361271e+04  ,5.750807851061e-07  
  3.647539469255e+04  ,5.757432820052e-07  
  3.655947916130e+04  ,5.764065420978e-07  
  3.664375746477e+04  ,5.770705662932e-07  
  3.672823004980e+04  ,5.777353554718e-07  
  3.681289736424e+04  ,5.784009104845e-07  
  3.689775985701e+04  ,5.790672322136e-07  
